,CUST OCCU,SALARY,BPKB NAME,Harga Motor,SPOUSE SALARY,BIRTH DATE,ANGSURAN,GROUP OVERDUE DAYS
598,PEDAGANG,2500000.0,DIFFERENT,28300000,,44,808000,a) LANCAR
599,PEDAGANG,3000000.0,DIFFERENT,15800000,3000000.0,49,308000,a) LANCAR
600,LAIN-LAIN,2000000.0,DIFFERENT,14300000,3500000.0,47,835000,a) LANCAR
601,PETANI,2500000.0,SAME,9400000,2500000.0,42,629000,a) LANCAR
602,PETANI,2000000.0,DIFFERENT,24200000,1500000.0,28,1291000,c) 1-30
603,PETERNAK,2500000.0,DIFFERENT,11200000,2500000.0,34,471000,a) LANCAR
604,LAIN-LAIN,3000000.0,DIFFERENT,6200000,2500000.0,54,454000,a) LANCAR
605,PEDAGANG,3000000.0,SAME,8200000,4500000.0,40,556000,a) LANCAR
606,LAIN-LAIN,3500000.0,DIFFERENT,4100000,2500000.0,52,338000,a) LANCAR
607,PEGAWAI SWASTA,3500000.0,DIFFERENT,11700000,,32,788000,a) LANCAR
608,LAIN-LAIN,3000000.0,DIFFERENT,8700000,,58,613000,a) LANCAR
609,PETANI,3500000.0,DIFFERENT,7000000,1100000.0,55,301000,a) LANCAR
610,LAIN-LAIN,3000000.0,DIFFERENT,3800000,2000000.0,51,301000,a) LANCAR
611,PETERNAK,3500000.0,DIFFERENT,7700000,1000000.0,39,507000,a) LANCAR
612,LAIN-LAIN,3500000.0,DIFFERENT,6000000,2500000.0,44,790000,a) LANCAR
613,PETANI,2500000.0,SAME,5900000,,34,411000,a) LANCAR
614,PEDAGANG,3500000.0,DIFFERENT,16300000,,44,466000,a) LANCAR
615,PETANI,2000000.0,DIFFERENT,11100000,,26,1295000,d) 31-60
616,LAIN-LAIN,3500000.0,DIFFERENT,11200000,3400000.0,46,525000,a) LANCAR
617,PETERNAK,2500000.0,DIFFERENT,4900000,,44,308000,a) LANCAR
618,LAIN-LAIN,2500000.0,DIFFERENT,5900000,,49,344000,a) LANCAR
619,GURU/PENDIDIKAN,1000000.0,DIFFERENT,14600000,,28,904000,d) 31-60
620,LAIN-LAIN,3500000.0,DIFFERENT,7700000,1750000.0,47,301000,a) LANCAR
621,PETANI,2000000.0,DIFFERENT,9400000,,35,676000,a) LANCAR
622,PETANI,2500000.0,DIFFERENT,8000000,,51,533000,a) LANCAR
623,PETANI,2200000.0,DIFFERENT,10700000,2000000.0,45,533000,a) LANCAR
624,PETANI,2000000.0,DIFFERENT,11100000,2500000.0,28,487000,c) 1-30
625,PETANI,2000000.0,SAME,11800000,,39,1095000,d) 31-60
626,PETANI,1900000.0,DIFFERENT,4300000,2500000.0,32,308000,a) LANCAR
627,PEDAGANG,3500000.0,DIFFERENT,7200000,3500000.0,31,635000,a) LANCAR
628,PEGAWAI SWASTA,2000000.0,DIFFERENT,7400000,2500000.0,22,418000,a) LANCAR
629,PETANI,3500000.0,DIFFERENT,5200000,1700000.0,56,303000,a) LANCAR
630,PETANI,2500000.0,SAME,9000000,,27,788000,a) LANCAR
631,PETANI,2500000.0,SAME,5400000,2500000.0,47,332000,a) LANCAR
632,PETANI,1900000.0,DIFFERENT,6000000,,28,366000,a) LANCAR
633,PETANI,1900000.0,DIFFERENT,8200000,,30,574000,a) LANCAR
634,PETANI,3500000.0,DIFFERENT,5900000,1000000.0,50,312000,a) LANCAR
635,PETANI,2500000.0,DIFFERENT,9200000,,27,308000,a) LANCAR
636,PETANI,2500000.0,DIFFERENT,11200000,1500000.0,55,748000,a) LANCAR
637,PETERNAK,2500000.0,DIFFERENT,14900000,2000000.0,32,856000,c) 1-30
638,GURU/PENDIDIKAN,3700000.0,SAME,9800000,,31,613000,a) LANCAR
639,IBU RUMAH TANGGA,2300000.0,SAME,8600000,,36,629000,a) LANCAR
640,PETANI,2500000.0,DIFFERENT,6900000,,42,308000,a) LANCAR
641,LAIN-LAIN,2500000.0,DIFFERENT,8800000,2500000.0,54,1069000,a) LANCAR
642,PETANI,2000000.0,DIFFERENT,11200000,,38,526000,a) LANCAR
643,PETANI,2500000.0,DIFFERENT,6500000,,47,515000,a) LANCAR
644,PEGAWAI NEGERI/BUMN,3500000.0,DIFFERENT,17500000,,52,564000,a) LANCAR
645,Lain-lain,2000000.0,SAME,17300000,800000.0,55,2009000,c) 1-30
646,GURU/PENDIDIKAN,3500000.0,SAME,9400000,4500000.0,54,548000,a) LANCAR
647,PEGAWAI NEGERI/BUMN,4500000.0,DIFFERENT,12300000,2500000.0,52,645000,a) LANCAR
648,PETANI,2000000.0,DIFFERENT,5300000,,52,312000,a) LANCAR
649,PETANI,2500000.0,DIFFERENT,7400000,,29,362000,a) LANCAR
650,LAIN-LAIN,3500000.0,DIFFERENT,7700000,,40,507000,a) LANCAR
651,PETANI,2000000.0,DIFFERENT,5400000,,58,308000,a) LANCAR
652,PEDAGANG,3500000.0,DIFFERENT,10700000,,45,507000,a) LANCAR
653,PEDAGANG,2000000.0,DIFFERENT,6700000,,29,498000,a) LANCAR
654,PETANI,2000000.0,DIFFERENT,7100000,2000000.0,40,401000,a) LANCAR
655,PEGAWAI SWASTA,2500000.0,DIFFERENT,10700000,1500000.0,25,676000,a) LANCAR
656,PETANI,2000000.0,DIFFERENT,13200000,,32,933000,e) 61-90
657,PETANI,2500000.0,DIFFERENT,10200000,,56,629000,a) LANCAR
658,APARATUR PEMERINTAH,2500000.0,SAME,7700000,,46,475000,d) 31-60
659,LAIN-LAIN,2000000.0,DIFFERENT,5300000,,41,401000,c) 1-30
660,PEDAGANG,3000000.0,DIFFERENT,12700000,,42,686000,d) 31-60
661,PEGAWAI SWASTA,3000000.0,DIFFERENT,6700000,,29,628000,a) LANCAR
662,PEGAWAI SWASTA,3000000.0,DIFFERENT,6500000,,37,312000,a) LANCAR
663,PETANI,4500000.0,DIFFERENT,11700000,1250000.0,57,634000,a) LANCAR
664,APARATUR PEMERINTAH,2500000.0,DIFFERENT,6200000,1500000.0,54,454000,a) LANCAR
665,PETANI,4500000.0,DIFFERENT,10700000,,42,729000,a) LANCAR
666,PETANI,2000000.0,DIFFERENT,5200000,,50,312000,a) LANCAR
667,PETANI,2500000.0,SAME,16800000,,37,2057000,c) 1-30
668,LAIN-LAIN,2700000.0,SAME,4300000,3500000.0,43,354000,a) LANCAR
669,Lain-lain,2600000.0,SAME,7600000,,48,560000,d) 31-60
670,PETANI,2500000.0,DIFFERENT,7700000,2000000.0,55,308000,a) LANCAR
671,PEGAWAI SWASTA,3000000.0,DIFFERENT,8200000,,41,349000,a) LANCAR
672,PETANI,2500000.0,DIFFERENT,11700000,,28,475000,a) LANCAR
673,PEDAGANG,4500000.0,DIFFERENT,10700000,2500000.0,47,593000,a) LANCAR
674,LAIN-LAIN,2700000.0,DIFFERENT,5900000,2500000.0,39,401000,c) 1-30
675,LAIN-LAIN,3500000.0,SAME,9000000,2500000.0,50,520000,a) LANCAR
676,PEDAGANG,4500000.0,DIFFERENT,7000000,2500000.0,47,380000,a) LANCAR
677,LAIN-LAIN,2500000.0,DIFFERENT,12800000,3300000.0,35,613000,a) LANCAR
678,BURUH/PRT,2500000.0,SAME,11100000,1750000.0,45,462000,a) LANCAR
679,PEDAGANG,4500000.0,DIFFERENT,16600000,3300000.0,53,888000,c) 1-30
680,Wiraswasta,3000000.0,SAME,11400000,2500000.0,29,676000,a) LANCAR
681,Karyawan Swasta,4500000.0,DIFFERENT,7000000,,35,790000,a) LANCAR
682,PENGRAJIN TANGAN,2500000.0,DIFFERENT,18300000,,29,667000,a) LANCAR
683,GURU/PENDIDIKAN,3500000.0,SAME,13300000,2300000.0,37,977000,a) LANCAR
684,PETANI,4500000.0,DIFFERENT,12100000,3700000.0,42,729000,a) LANCAR
685,LAIN-LAIN,2500000.0,DIFFERENT,9500000,,26,507000,a) LANCAR
686,JASA,3500000.0,DIFFERENT,12700000,,31,1320000,d) 31-60
687,PEGAWAI SWASTA,4000000.0,DIFFERENT,8200000,2500000.0,44,401000,a) LANCAR
688,PEGAWAI SWASTA,4000000.0,DIFFERENT,7200000,2500000.0,44,428000,a) LANCAR
689,PEDAGANG,3000000.0,DIFFERENT,7800000,,35,481000,a) LANCAR
690,PETANI,3500000.0,DIFFERENT,7000000,,54,401000,a) LANCAR
691,PETANI,4500000.0,DIFFERENT,11700000,,34,613000,a) LANCAR
692,LAIN-LAIN,2500000.0,SAME,13400000,2000000.0,38,613000,a) LANCAR
693,LAIN-LAIN,2500000.0,SAME,9000000,3500000.0,36,422000,a) LANCAR
694,LAIN-LAIN,2500000.0,SAME,10300000,3500000.0,36,629000,a) LANCAR
695,LAIN-LAIN,2500000.0,SAME,12300000,2000000.0,38,729000,a) LANCAR
696,GURU/PENDIDIKAN,4800000.0,DIFFERENT,8100000,3100000.0,34,507000,d) 31-60
697,PETANI,3000000.0,DIFFERENT,12500000,2500000.0,43,676000,a) LANCAR
698,GURU/PENDIDIKAN,3700000.0,DIFFERENT,8600000,,31,507000,a) LANCAR
699,PETANI,3000000.0,DIFFERENT,4600000,,58,308000,a) LANCAR
700,LAIN-LAIN,3000000.0,DIFFERENT,8600000,2000000.0,52,534000,a) LANCAR
701,PEDAGANG,3500000.0,DIFFERENT,4600000,1500000.0,42,327000,d) 31-60
702,PETANI,2500000.0,DIFFERENT,15400000,,43,888000,a) LANCAR
703,PETANI,3500000.0,DIFFERENT,8500000,2500000.0,54,507000,a) LANCAR
704,LAIN-LAIN,2500000.0,DIFFERENT,4300000,2500000.0,30,301000,a) LANCAR
705,LAIN-LAIN,2500000.0,SAME,4800000,2500000.0,51,352000,c) 1-30
706,PETANI,3000000.0,DIFFERENT,5400000,,46,327000,a) LANCAR
707,PETANI,3000000.0,SAME,17700000,1000000.0,55,645000,a) LANCAR
708,LAIN-LAIN,3000000.0,DIFFERENT,24500000,,33,613000,a) LANCAR
709,PETANI,2500000.0,DIFFERENT,6700000,,32,401000,a) LANCAR
710,LAIN-LAIN,2000000.0,DIFFERENT,23500000,,26,1153000,a) LANCAR
711,LAIN-LAIN,2500000.0,DIFFERENT,9700000,,23,466000,a) LANCAR
712,PETANI,2000000.0,DIFFERENT,7000000,,21,535000,c) 1-30
713,LAIN-LAIN,2500000.0,DIFFERENT,13000000,,31,487000,a) LANCAR
714,PETANI,3000000.0,DIFFERENT,9200000,,45,353000,a) LANCAR
715,LAIN-LAIN,2500000.0,SAME,13500000,,31,487000,a) LANCAR
716,PEGAWAI SWASTA,3000000.0,DIFFERENT,14000000,2500000.0,25,651000,c) 1-30
717,LAIN-LAIN,2500000.0,DIFFERENT,7300000,,60,549000,d) 31-60
718,PETANI,2000000.0,DIFFERENT,12700000,,21,375000,a) LANCAR
719,LAIN-LAIN,2500000.0,DIFFERENT,11500000,250000.0,58,629000,a) LANCAR
720,PEDAGANG,4500000.0,DIFFERENT,19000000,3300000.0,53,888000,c) 1-30
721,PEDAGANG,3500000.0,DIFFERENT,17000000,2300000.0,44,888000,c) 1-30
722,PEGAWAI NEGERI/BUMN,3500000.0,DIFFERENT,11500000,,32,769000,c) 1-30
723,PEDAGANG,3500000.0,DIFFERENT,9700000,1000000.0,35,520000,a) LANCAR
724,LAIN-LAIN,2500000.0,DIFFERENT,9500000,,33,393000,a) LANCAR
725,PETANI,3000000.0,DIFFERENT,5600000,3700000.0,46,354000,a) LANCAR
726,LAIN-LAIN,2500000.0,DIFFERENT,7300000,,23,761000,d) 31-60
727,PEDAGANG,3500000.0,DIFFERENT,16300000,1000000.0,50,475000,a) LANCAR
728,LAIN-LAIN,4000000.0,DIFFERENT,10800000,1000000.0,35,657000,e) 61-90
729,LAIN-LAIN,2000000.0,DIFFERENT,5000000,,43,335000,a) LANCAR
730,LAIN-LAIN,3500000.0,DIFFERENT,8200000,2500000.0,44,613000,a) LANCAR
731,LAIN-LAIN,2500000.0,DIFFERENT,12400000,1500000.0,59,1095000,a) LANCAR
732,LAIN-LAIN,2000000.0,DIFFERENT,9300000,3000000.0,43,393000,a) LANCAR
733,LAIN-LAIN,2500000.0,DIFFERENT,13500000,,34,411000,a) LANCAR
734,PETANI,2500000.0,DIFFERENT,12500000,,23,629000,a) LANCAR
735,PEDAGANG,3500000.0,SAME,11500000,,52,411000,a) LANCAR
736,PEDAGANG,2500000.0,DIFFERENT,6200000,2500000.0,27,362000,a) LANCAR
737,Wiraswasta,2500000.0,DIFFERENT,10000000,1500000.0,51,560000,e) 61-90
738,PETANI,3500000.0,SAME,4700000,2500000.0,53,327000,a) LANCAR
739,PETANI,2000000.0,DIFFERENT,15600000,,56,856000,a) LANCAR
740,PEDAGANG,2000000.0,DIFFERENT,13100000,2500000.0,45,613000,a) LANCAR
741,LAIN-LAIN,3500000.0,DIFFERENT,9000000,2000000.0,40,507000,c) 1-30
742,PETANI,3000000.0,DIFFERENT,11500000,1500000.0,31,574000,a) LANCAR
743,Wiraswasta,2750000.0,SAME,11500000,4000000.0,56,676000,d) 31-60
744,PEDAGANG,3000000.0,DIFFERENT,12000000,,53,525000,a) LANCAR
745,PEDAGANG,2500000.0,DIFFERENT,12500000,1500000.0,24,629000,a) LANCAR
746,PEDAGANG,2500000.0,DIFFERENT,12700000,,59,533000,a) LANCAR
747,GURU/PENDIDIKAN,2500000.0,SAME,4500000,2000000.0,39,567000,a) LANCAR
748,JASA,2000000.0,DIFFERENT,6000000,1500000.0,27,311000,c) 1-30
749,PEGAWAI SWASTA,2000000.0,DIFFERENT,7000000,,23,411000,a) LANCAR
750,PEDAGANG,4000000.0,SAME,10300000,,33,525000,c) 1-30
751,LAIN-LAIN,2000000.0,DIFFERENT,5300000,,26,567000,a) LANCAR
752,LAIN-LAIN,2750000.0,DIFFERENT,5600000,,49,301000,a) LANCAR
753,PETERNAK,3500000.0,DIFFERENT,11500000,1000000.0,39,809000,a) LANCAR
754,SOPIR/PENGEMUDI,3500000.0,DIFFERENT,10500000,,36,498000,a) LANCAR
755,PEDAGANG,3500000.0,DIFFERENT,19500000,,36,533000,a) LANCAR
756,PETANI,2500000.0,DIFFERENT,11000000,1500000.0,33,533000,a) LANCAR
757,PETANI,2500000.0,DIFFERENT,11000000,3000000.0,50,507000,a) LANCAR
758,PEDAGANG,3500000.0,DIFFERENT,16400000,1500000.0,45,574000,a) LANCAR
759,PETANI,3500000.0,DIFFERENT,13500000,2000000.0,49,729000,a) LANCAR
760,PEGAWAI SWASTA,2500000.0,DIFFERENT,12700000,1500000.0,25,520000,a) LANCAR
761,LAIN-LAIN,2000000.0,DIFFERENT,6900000,,32,697000,a) LANCAR
762,PETANI,2000000.0,DIFFERENT,13500000,,32,475000,a) LANCAR
763,LAIN-LAIN,2500000.0,DIFFERENT,11500000,2500000.0,54,1069000,a) LANCAR
764,PETANI,2000000.0,SAME,8600000,2500000.0,29,308000,a) LANCAR
765,PETANI,2500000.0,SAME,10000000,2000000.0,59,520000,a) LANCAR
766,PETANI,2000000.0,DIFFERENT,15700000,2500000.0,48,1095000,c) 1-30
767,PETANI,1500000.0,DIFFERENT,12500000,2000000.0,35,523000,a) LANCAR
768,PETANI,1500000.0,DIFFERENT,10500000,2500000.0,48,494000,c) 1-30
769,PETANI,2000000.0,DIFFERENT,11000000,,47,362000,a) LANCAR
770,PETANI,1900000.0,DIFFERENT,10000000,,30,466000,f) >90
771,LAIN-LAIN,2500000.0,DIFFERENT,9000000,3300000.0,35,507000,c) 1-30
772,PEGAWAI SWASTA,3700000.0,SAME,6000000,1500000.0,37,401000,c) 1-30
773,PETANI,2500000.0,SAME,6500000,1500000.0,40,411000,a) LANCAR
774,PEDAGANG,2500000.0,DIFFERENT,5300000,1300000.0,44,308000,a) LANCAR
775,Lain-lain,3700000.0,DIFFERENT,9000000,,44,382000,c) 1-30
776,LAIN-LAIN,2000000.0,SAME,5800000,,29,396000,a) LANCAR
777,PETANI,2500000.0,DIFFERENT,15000000,3500000.0,52,613000,c) 1-30
778,PEDAGANG,2500000.0,SAME,12100000,,37,308000,a) LANCAR
779,PETANI,2500000.0,DIFFERENT,10000000,3000000.0,34,422000,a) LANCAR
780,PETANI,2500000.0,DIFFERENT,9500000,,26,411000,a) LANCAR
781,PETANI,2500000.0,DIFFERENT,11700000,,49,629000,a) LANCAR
782,PETANI,2500000.0,DIFFERENT,10000000,,49,401000,a) LANCAR
783,PETANI,2000000.0,DIFFERENT,6200000,,23,308000,a) LANCAR
784,PETANI,2500000.0,SAME,6000000,2500000.0,46,502000,a) LANCAR
785,PETANI,1500000.0,DIFFERENT,10500000,2500000.0,31,308000,a) LANCAR
786,PETANI,3500000.0,DIFFERENT,12500000,2000000.0,51,693000,a) LANCAR
787,PEGAWAI SWASTA,2000000.0,DIFFERENT,10500000,1500000.0,42,466000,a) LANCAR
788,PEDAGANG,2000000.0,DIFFERENT,15000000,,54,482000,a) LANCAR
789,LAIN-LAIN,3000000.0,DIFFERENT,16800000,,28,729000,d) 31-60
790,PETANI,3500000.0,SAME,5600000,,51,301000,a) LANCAR
791,PEDAGANG,2000000.0,DIFFERENT,10000000,,38,393000,d) 31-60
792,PENSIUNAN/PURNAWIRAWAN,2500000.0,DIFFERENT,4500000,2000000.0,56,301000,a) LANCAR
793,Lain-lain,1500000.0,SAME,4500000,1300000.0,56,567000,a) LANCAR
794,BURUH/PRT,2000000.0,DIFFERENT,5300000,,45,335000,a) LANCAR
795,PEGAWAI NEGERI/BUMN,2700000.0,DIFFERENT,5300000,3400000.0,42,327000,c) 1-30
796,PEDAGANG,2000000.0,DIFFERENT,7400000,2500000.0,41,515000,a) LANCAR
797,PETERNAK,3500000.0,SAME,10200000,,49,613000,a) LANCAR
798,Wiraswasta,2000000.0,DIFFERENT,5900000,2400000.0,47,354000,a) LANCAR
799,PETANI,2500000.0,DIFFERENT,10000000,2500000.0,43,629000,a) LANCAR
800,PEGAWAI SWASTA,2000000.0,DIFFERENT,7000000,,36,411000,a) LANCAR
801,PETANI,4000000.0,DIFFERENT,5400000,3000000.0,45,401000,a) LANCAR
802,PETANI,3500000.0,DIFFERENT,12700000,3500000.0,48,507000,a) LANCAR
803,PEGAWAI SWASTA,2500000.0,DIFFERENT,7500000,2000000.0,33,502000,a) LANCAR
804,Lain-lain,3000000.0,DIFFERENT,9000000,1000000.0,35,303000,a) LANCAR
805,SOPIR/PENGEMUDI,3800000.0,SAME,9000000,2400000.0,38,480000,a) LANCAR
806,PEDAGANG,3500000.0,DIFFERENT,10000000,,31,560000,a) LANCAR
807,LAIN-LAIN,2500000.0,DIFFERENT,5900000,,40,354000,a) LANCAR
808,PEDAGANG,4000000.0,SAME,7900000,2500000.0,35,502000,a) LANCAR
809,LAIN-LAIN,2500000.0,DIFFERENT,7400000,3000000.0,37,382000,a) LANCAR
810,PEGAWAI SWASTA,4000000.0,DIFFERENT,13300000,2500000.0,44,509000,a) LANCAR
811,LAIN-LAIN,4000000.0,DIFFERENT,12700000,1200000.0,43,509000,a) LANCAR
812,PETANI,3700000.0,DIFFERENT,5300000,2000000.0,36,332000,a) LANCAR
813,PETANI,2000000.0,DIFFERENT,5400000,2500000.0,38,335000,a) LANCAR
814,PEGAWAI SWASTA,1500000.0,DIFFERENT,5300000,2500000.0,40,599000,a) LANCAR
815,JASA,2000000.0,DIFFERENT,15600000,1500000.0,27,624000,c) 1-30
816,PETANI,2000000.0,DIFFERENT,10500000,2500000.0,43,1095000,c) 1-30
817,PEGAWAI SWASTA,4000000.0,DIFFERENT,7000000,2000000.0,28,533000,c) 1-30
818,PEGAWAI SWASTA,1500000.0,DIFFERENT,12500000,,22,840000,c) 1-30
819,PEGAWAI SWASTA,4000000.0,SAME,20000000,2500000.0,52,1485000,a) LANCAR
820,Wiraswasta,3500000.0,DIFFERENT,4700000,2500000.0,47,301000,a) LANCAR
821,Karyawan Swasta,4500000.0,DIFFERENT,5900000,,35,613000,a) LANCAR
822,PEDAGANG,3500000.0,SAME,8200000,3000000.0,45,516000,a) LANCAR
823,PEDAGANG,2500000.0,DIFFERENT,4200000,1500000.0,47,311000,a) LANCAR
824,PETANI,3500000.0,DIFFERENT,8000000,2500000.0,34,520000,a) LANCAR
825,PETANI,3800000.0,SAME,7700000,2300000.0,47,560000,a) LANCAR
826,PETANI,3800000.0,SAME,10500000,2300000.0,47,560000,a) LANCAR
827,PETANI,2000000.0,DIFFERENT,7900000,2500000.0,53,393000,a) LANCAR
828,LAIN-LAIN,3500000.0,DIFFERENT,8700000,,52,422000,a) LANCAR
829,PETANI,2500000.0,DIFFERENT,8600000,,53,308000,a) LANCAR
830,PEGAWAI SWASTA,2000000.0,DIFFERENT,7800000,3000000.0,25,574000,a) LANCAR
831,PETANI,2000000.0,DIFFERENT,10500000,2000000.0,48,624000,a) LANCAR
832,IBU RUMAH TANGGA,2500000.0,DIFFERENT,8200000,,56,441000,a) LANCAR
833,PEDAGANG,2000000.0,DIFFERENT,6200000,,33,372000,a) LANCAR
834,PEDAGANG,2000000.0,DIFFERENT,9500000,2000000.0,35,520000,a) LANCAR
835,PEGAWAI SWASTA,2000000.0,SAME,6000000,2500000.0,43,569000,a) LANCAR
836,JASA,1200000.0,DIFFERENT,9000000,,25,312000,c) 1-30
837,PETERNAK,2000000.0,DIFFERENT,8000000,,40,510000,c) 1-30
838,PEGAWAI SWASTA,1500000.0,SAME,9000000,,22,629000,a) LANCAR
839,PEGAWAI SWASTA,2400000.0,SAME,7000000,1800000.0,41,507000,a) LANCAR
840,PEGAWAI SWASTA,1000000.0,DIFFERENT,9500000,,26,308000,a) LANCAR
841,PETANI,4000000.0,DIFFERENT,11600000,1800000.0,51,507000,a) LANCAR
842,PEGAWAI SWASTA,1500000.0,DIFFERENT,4200000,,22,335000,a) LANCAR
843,PEDAGANG,2000000.0,DIFFERENT,6100000,3000000.0,30,628000,a) LANCAR
844,PEGAWAI SWASTA,2000000.0,DIFFERENT,7700000,,33,520000,a) LANCAR
845,PEDAGANG,3000000.0,SAME,7800000,3500000.0,48,525000,a) LANCAR
846,PEDAGANG,2000000.0,DIFFERENT,9500000,3500000.0,45,475000,a) LANCAR
847,Karyawan Swasta,1500000.0,DIFFERENT,6000000,,41,454000,d) 31-60
848,PEDAGANG,1700000.0,DIFFERENT,3400000,1500000.0,25,533000,a) LANCAR
849,PEGAWAI SWASTA,2000000.0,DIFFERENT,7000000,,42,416000,a) LANCAR
850,PEGAWAI SWASTA,1500000.0,DIFFERENT,9800000,,23,525000,a) LANCAR
851,BURUH/PRT,2000000.0,DIFFERENT,8000000,,60,434000,a) LANCAR
852,PEGAWAI SWASTA,1900000.0,DIFFERENT,8200000,,42,519000,a) LANCAR
853,PETANI,3500000.0,DIFFERENT,6000000,,30,312000,a) LANCAR
854,PEGAWAI SWASTA,2000000.0,DIFFERENT,6100000,3000000.0,31,384000,a) LANCAR
855,LAIN-LAIN,3000000.0,DIFFERENT,17100000,2500000.0,31,1043000,a) LANCAR
856,LAIN-LAIN,3500000.0,DIFFERENT,7200000,2500000.0,34,301000,a) LANCAR
857,PEGAWAI SWASTA,2000000.0,DIFFERENT,11800000,,22,605000,a) LANCAR
858,LAIN-LAIN,3000000.0,DIFFERENT,10500000,2600000.0,25,769000,a) LANCAR
859,PEDAGANG,4500000.0,DIFFERENT,4500000,1750000.0,54,354000,a) LANCAR
860,PETANI,2500000.0,SAME,6100000,,59,301000,a) LANCAR
861,PETANI,2000000.0,DIFFERENT,8600000,,26,301000,a) LANCAR
862,PETANI,1900000.0,SAME,11600000,3000000.0,48,395000,a) LANCAR
863,LAIN-LAIN,2500000.0,SAME,7900000,3000000.0,59,613000,c) 1-30
864,PETANI,3500000.0,SAME,4200000,4300000.0,52,343000,a) LANCAR
865,LAIN-LAIN,2500000.0,SAME,5100000,2800000.0,59,412000,a) LANCAR
866,PEGAWAI SWASTA,3000000.0,DIFFERENT,7000000,1200000.0,28,393000,a) LANCAR
867,PEDAGANG,2000000.0,DIFFERENT,6200000,,28,411000,a) LANCAR
868,PETANI,3000000.0,DIFFERENT,16000000,2500000.0,40,714000,a) LANCAR
869,PETERNAK,3500000.0,DIFFERENT,9900000,,23,999000,a) LANCAR
870,GURU/PENDIDIKAN,3500000.0,DIFFERENT,10500000,,41,1069000,a) LANCAR
871,PEDAGANG,2500000.0,DIFFERENT,6200000,,37,466000,a) LANCAR
872,LAIN-LAIN,2800000.0,DIFFERENT,7600000,2400000.0,36,435000,c) 1-30
873,PEDAGANG,2000000.0,DIFFERENT,9000000,,46,434000,c) 1-30
874,PEDAGANG,2500000.0,DIFFERENT,9000000,2500000.0,56,362000,a) LANCAR
875,PEDAGANG,3500000.0,DIFFERENT,7000000,3000000.0,36,441000,a) LANCAR
876,BURUH/PRT,3500000.0,DIFFERENT,7800000,2500000.0,30,353000,c) 1-30
877,PEGAWAI SWASTA,3500000.0,DIFFERENT,4500000,2500000.0,40,308000,a) LANCAR
878,JASA,3500000.0,DIFFERENT,5100000,3500000.0,34,312000,c) 1-30
879,PEGAWAI SWASTA,3500000.0,DIFFERENT,8200000,3500000.0,39,422000,a) LANCAR
880,PEGAWAI SWASTA,3500000.0,DIFFERENT,4000000,2500000.0,30,330000,a) LANCAR
881,PEGAWAI SWASTA,3500000.0,DIFFERENT,15000000,,22,411000,a) LANCAR
882,JASA,3500000.0,DIFFERENT,14600000,,39,613000,a) LANCAR
883,PETANI,3000000.0,DIFFERENT,3700000,2500000.0,47,322000,a) LANCAR
884,PEGAWAI SWASTA,3500000.0,DIFFERENT,7800000,,26,904000,a) LANCAR
885,PEGAWAI SWASTA,3500000.0,DIFFERENT,5800000,,28,406000,a) LANCAR
886,PEDAGANG,3500000.0,DIFFERENT,7800000,2500000.0,34,480000,a) LANCAR
887,PEGAWAI SWASTA,2500000.0,DIFFERENT,5600000,2500000.0,31,308000,a) LANCAR
888,PETANI,3500000.0,DIFFERENT,6800000,2500000.0,37,416000,a) LANCAR
889,PEGAWAI SWASTA,2500000.0,DIFFERENT,8200000,,40,308000,a) LANCAR
890,BURUH/PRT,2500000.0,DIFFERENT,7400000,,25,535000,a) LANCAR
891,PENGRAJIN TANGAN,3500000.0,DIFFERENT,10400000,3500000.0,33,657000,a) LANCAR
892,PETANI,3500000.0,DIFFERENT,8600000,2500000.0,26,308000,a) LANCAR
893,PEDAGANG,2500000.0,DIFFERENT,5000000,2500000.0,35,308000,a) LANCAR
894,PETANI,3500000.0,DIFFERENT,9900000,3500000.0,37,629000,a) LANCAR
895,SOPIR/PENGEMUDI,3500000.0,SAME,11700000,2500000.0,26,347000,a) LANCAR
896,PEDAGANG,3500000.0,SAME,9800000,3500000.0,52,629000,a) LANCAR
897,PETANI,3000000.0,DIFFERENT,8900000,3000000.0,54,507000,a) LANCAR
898,PEGAWAI SWASTA,2500000.0,DIFFERENT,6300000,2500000.0,35,341000,a) LANCAR
899,PEGAWAI SWASTA,3500000.0,DIFFERENT,6700000,1500000.0,32,373000,a) LANCAR
900,JASA,3500000.0,DIFFERENT,7800000,3500000.0,46,466000,a) LANCAR
901,PEGAWAI SWASTA,4500000.0,DIFFERENT,10400000,,37,388000,a) LANCAR
902,PEDAGANG,3500000.0,DIFFERENT,6500000,2500000.0,43,411000,c) 1-30
903,PEDAGANG,3500000.0,DIFFERENT,6800000,,26,353000,a) LANCAR
904,PEDAGANG,4500000.0,DIFFERENT,12500000,,31,1390000,a) LANCAR
905,PETERNAK,2500000.0,DIFFERENT,3600000,3500000.0,53,375000,a) LANCAR
906,JASA,4000000.0,DIFFERENT,4300000,2000000.0,35,354000,a) LANCAR
907,PEDAGANG,3500000.0,DIFFERENT,11200000,2500000.0,51,629000,a) LANCAR
908,PEGAWAI SWASTA,3500000.0,DIFFERENT,3500000,2500000.0,39,384000,a) LANCAR
909,PEGAWAI SWASTA,3500000.0,DIFFERENT,6500000,2500000.0,27,454000,a) LANCAR
